Subject Area,Course Name,Course Description
Italian,ITA1111 - First-Year Writing Seminar,"Independent learning and inquiry in an environment in which students can express knowledge and defend opinions through intensive class discussion, oral presentations, and written expression. May be repeated for credit once if there is no duplication of topic, but students may earn only up to 3 credits in any 1111 course per semester of enrollment. [3; maximum of 6 credits total for all semesters of 1111] (AXLE credit category varies by section)"
Italian,ITA2203 - Intermediate Italian,"Life and art in the diverse regions of Italy through an integrated four-skills approach of reading, writing, listening and speaking. No credit for students who have earned credit for a more advanced Italian language course. Prerequisite: 1102 or 1103. [3] (INT) (CORE LA)"
Italian,ITA2501W - Grammar and Composition,"Syntax, idiomatic expressions, and current usage. Prerequisite: 2203. [3] (INT)"
Italian,ITA2614 - Conversation,"Development of oral proficiency through analysis and discussion of films, magazine articles, and contemporary art and literature. Prerequisite: 2203. [3] (INT) (CORE LA)"
Italian,ITA2700 - Great Italian Works in English Translation,"Italian literature and culture from the Middle Ages to modernity. Founding of the Italian language through the ""three crowns"" of fourteenth-century Tuscany: Dante, Petrarch, and Boccaccio. Italian Renaissance and its European-wide repercussions disseminating humanist and historicist traditions. Risorgimento and nationhood. Michelangelo, Leonardo, Ariosto, Tasso, Vico, Leopardi, Calvino, Morante, Pasolini. [3] (INT)"
Italian,ITA3000 - Introduction to Italian Literature,Critical reading of major works of Italian literature from the beginning to the present. Prerequisite: 2501W. [3] (HCA)
Italian,ITA3041 - Italian Civilization,"The politics, intellectual, social, artistic, and economic history of Italy from 1300 to the present, with emphasis on major political and philosophical authors. Taught in English. [3] (INT)"
Italian,ITA3100 - Literature from the Middle Ages to the Renaissance,"The ideas and forms of the Trecento, Quattrocento, and Cinquecento, as reflected in the philosophy, history, literature, and art history of these periods. Major writers and their influence on Western European literatures. Prerequisite: 2501W. [3] (HCA)"
Italian,ITA3240 - Dante's Divine Comedy,"Dante's language and philosophical tenets through the study of style, characters, and themes. Taught in English. [3] (HCA)"
Italian,ITA3242 - Dante in Historical Context,Dante's philosophical and critical works in their medieval historical context and his influence in building a modern Western civilization. Knowledge of Italian not required. [3] (HCA)
Italian,ITA3340 - Famous Women from Antiquity to Renaissance,"Texts on famous women from Antiquity to the Renaissance in Latin, Italian, French, and English literature. Reception, contemporary criticism, and theory. Texts in English translation; taught in English. [3] (HCA)"
Italian,"ITA3500 - Baroque, Illuminismo, and Romanticism in Italy","Literature of the seventeenth through nineteenth centuries, with particular reference to the influence of European literatures in Italy. Prerequisite: 2501W. [3] (HCA)"
Italian,ITA3600 - Twentieth-Century Literature: Beauty and Chaos,Poetry and prose in social and historical context. Prerequisite: 2501W. [3] (HCA)
Italian,ITA3601 - The City in Time and Space,"Functions, forms, and representations of the Italian city in different historical periods. Analysis of space and identity in Italy. Concepts and tools from urban studies to narrative and visual representations of the city.  [3] (INT)"
Italian,ITA3640 - Classic Italian Cinema,"From the 1910s to the 1970s. Selected works from Neorealism to Art Film. Relationship between cinema and the other arts. Contrasting film styles, including abstraction and realism, and tradition and transgression. Knowledge of Italian is not required. [3] (INT)"
Italian,ITA3641 - Contemporary Italian Cinema,"From the 1970s to the present. Postmodern forays into metafiction, parody, and political and social critique. The return to realism and New Regionalism in the twenty-first century. Knowledge of Italian is not required. [3] (HCA)"
Italian,ITA3642 - Italian Visual Culture,"Parallels between Italian literature and the visual arts, including painting, cinema, and intermediality. Focus on the representation of the visual arts in literature, the representation of literature in the visual arts, and Italy as the cradle of Western visual culture. Prerequisite: 2203. [3] (HCA)"
